obs1,obs2,hyp1,hyp2,label,hyp1_paraphrase,settings,original_example_id
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's home came from film and went to school.,"{'lexical': 0.3, 'syntactic': 0.4, 'semantic': 1.0}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,"Kim's home came to the movies, he's gone to school.","{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.75}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's home from film and college.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.9}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's been living in the movie house and studying.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.85}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's home came back from film. He went to school.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.75}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's homecoming from film. He's gone to school.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.7}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's gone back to film and school.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.75}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's been living in the movie house. He's been to school.,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.8}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's home from film. He's gone to school.,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 0.9}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's homecoming and college.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.7}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's homecoming and studying.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.85}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's homecoming and at school.,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.8}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's homecoming and in school.,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.85}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's homecoming from film and school.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.85}",938
Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,Kim got home from the movies and went to school.,It was a snow day.,2,Kim's homecoming from film and classroom.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.8}",938
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,We were all in Rodeo.,"{'lexical': 0.4, 'syntactic': 0.4, 'semantic': 0.85}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,All of us were at Rodeo.,"{'lexical': 0.4, 'syntactic': 0.35, 'semantic': 0.9}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,We've all been to the Rodeo.,"{'lexical': 0.25, 'syntactic': 0.45, 'semantic': 0.85}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,All of us have been to Rodeo.,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 1.0}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,All of us rodeo's been to the rodeo.,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 0.75}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,All of us rodeo.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,We've all been to Rodeo.,"{'lexical': 0.35, 'syntactic': 0.4, 'semantic': 0.8}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,All of us have been to the Rodeo.,"{'lexical': 0.25, 'syntactic': 0.45, 'semantic': 0.7}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,Everyone was in Rodeo.,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 1.0}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,All of us were in Rodeo.,"{'lexical': 0.35, 'syntactic': 0.35, 'semantic': 1.0}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,All of us rodeo was in the room.,"{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.75}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,Everyone has been to Rodeo.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",131
The rodeo came to town.,It was a great time for all.,We all went to the rodeo.,They went to the doctor.,1,Everyone visited Rodeo.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 1.0}",131
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk food every night and was ill.,"{'lexical': 0.2, 'syntactic': 0.25, 'semantic': 0.85}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk food one night and was ill.,"{'lexical': 0.25, 'syntactic': 0.4, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too much junk food in one night and was ill.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.9}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk food every night. She had a disease.,"{'lexical': 0.3, 'syntactic': 0.55, 'semantic': 0.85}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk food last night and was ill.,"{'lexical': 0.2, 'syntactic': 0.35, 'semantic': 0.9}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk food every night. She was sick.,"{'lexical': 0.25, 'syntactic': 0.55, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk food in one night and was ill.,"{'lexical': 0.25, 'syntactic': 0.45, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,"One night, she ate too many junk foods and was ill.","{'lexical': 0.45, 'syntactic': 0.25, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too many junk foodstuffs one night and was ill.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.9}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk foodstuffs one night. She was sick.,"{'lexical': 0.25, 'syntactic': 0.5, 'semantic': 0.9}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate junk food one night and was ill.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too much junky food one night and was ill.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.75}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk foodstuffs one night and was ill.,"{'lexical': 0.3, 'syntactic': 0.25, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too much junky food in one night and was ill.,"{'lexical': 0.4, 'syntactic': 0.45, 'semantic': 0.75}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate a lot of junk foodstuffs one night. She's been,"{'lexical': 0.3, 'syntactic': 0.5, 'semantic': 0.75}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too many junk foodstuffs one night. She had a disease.,"{'lexical': 0.35, 'syntactic': 0.4, 'semantic': 0.9}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,"She ate too many junk foodstuffs, one night, and she was ill","{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.8}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too much junk food in the night. She ate too much junk food.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.9}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too much junky food one night. She was ill.,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 0.75}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,"She ate too much junky food, and sick one night.","{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.75}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too many junk foodstuffs and was ill one night.,"{'lexical': 0.45, 'syntactic': 0.3, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,"She ate too many junk foodstuffs, one night, and was ill.","{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too much junky food last night and was ill.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.8}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too much junk food in the night. She was ill.,"{'lexical': 0.5, 'syntactic': 0.3, 'semantic': 0.9}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too much junky food in the night. She was ill.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.85}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,"She ate too much junky food, and sick every night.","{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.75}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate too many junk foodstuffs and became ill one night.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 1.0}",1292
Nya tried to eat healthy and watch her weight.,Nya later regret eating unhealthy food.,One night she ate a lot of junk food and got sick.,One night she ate a bit of fruit and got sick.,1,She ate junk food one night. She was ill.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.8}",1292
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little cash and they've got presents.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.7}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little gift. They got presents.,"{'lexical': 0.25, 'syntactic': 0.35, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little cash and open the presents.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,"Katie's friends come up with a gift, opening a present.","{'lexical': 0.2, 'syntactic': 0.3, 'semantic': 0.85}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little presents.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little cash and open the gift.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with a gift. They've got everything.,"{'lexical': 0.3, 'syntactic': 0.55, 'semantic': 0.75}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with a lot of presents.,"{'lexical': 0.35, 'syntactic': 0.55, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,"Well, kathleen's friends come up with gifts.","{'lexical': 0.4, 'syntactic': 0.4, 'semantic': 0.7}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,"Well, kathleen friends come up here with gifts.","{'lexical': 0.25, 'syntactic': 0.4, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a few presents.,"{'lexical': 0.2, 'syntactic': 0.45, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with a gift. They've got gifts.,"{'lexical': 0.35, 'syntactic': 0.5, 'semantic': 0.85}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with a gift. They've got presents.,"{'lexical': 0.25, 'syntactic': 0.5, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with a gift. They've opened the gift,"{'lexical': 0.35, 'syntactic': 0.55, 'semantic': 0.85}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with presents.,"{'lexical': 0.25, 'syntactic': 0.55, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE friends come up with a gift. They have opened the gift.,"{'lexical': 0.25, 'syntactic': 0.55, 'semantic': 0.75}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little gift. They got gifts.,"{'lexical': 0.35, 'syntactic': 0.2, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little gift.,"{'lexical': 0.3, 'syntactic': 0.25, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,"Well, kathleen friends come up with a guest and they're opening","{'lexical': 0.35, 'syntactic': 0.35, 'semantic': 0.75}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with a gift.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of Katie came over to offer the gift.,"{'lexical': 0.35, 'syntactic': 0.35, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with gifts.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen came over and they opened the gift.,"{'lexical': 0.5, 'syntactic': 0.35, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen have come up with the gift of the gift.,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.85}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen came over to offer the gift.,"{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,"Well, kathleen friends come up with a lot of presents.","{'lexical': 0.4, 'syntactic': 0.4, 'semantic': 0.75}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen came over and they had the gift.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.75}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,kategoria's friends come up with presents.,"{'lexical': 0.4, 'syntactic': 0.4, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE's friends come up with a little cash for the gift.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen came over with the gift.,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 0.8}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,kategoria's friends come up with gifts.,"{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen had come up with the gift. They had all the,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 0.75}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little cash. They got gifts.,"{'lexical': 0.5, 'syntactic': 0.35, 'semantic': 0.8}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,'Katy's friends come up with gifts.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,"KATIE's friends come in, and he's opening up the gift.","{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.85}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE friends come up with a gift.,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.9}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE friends came over and opened the gift.,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,KATIE friends come up with gifts.,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 1.0}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen had come and bought the goods.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.75}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,Katie's friends come up with a little cash. They got presents.,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 0.85}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen had come up with a little cash for the gift,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 0.7}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,"Katie's friends come in, and they've got presents.","{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.85}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,The friends of kathleen have come up with a little cash.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.75}",1643
It was the morning of Katie's first birthday party!,"Afterwards, Katie opened her presents!",Katie's friends came over and they opened presents.,Katie enjoyed her first birthday cake.,2,"Katie's friends come in, and they've got a gift.","{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.8}",1643
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen had attempted to lie with the cops.,"{'lexical': 0.35, 'syntactic': 0.2, 'semantic': 0.75}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen was trying to lied to the cops.,"{'lexical': 0.3, 'syntactic': 0.25, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen has been trying to lie with the cops.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.85}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen was trying to lie with the cops.,"{'lexical': 0.2, 'syntactic': 0.25, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen has attempted to lie to the cops.,"{'lexical': 0.25, 'syntactic': 0.3, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen's been trying to lie with the cops.,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.9}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen's been trying to lie to the cops.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.9}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,The police were trying to get Hill to lie.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,"Well, ellen tried to lie to the cops.","{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,The police were trying to make Helen try to lie.,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 0.9}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,The way that Helen tried to lie to the police.,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen was trying to liars.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.9}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen was trying to liar to the police.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 1.0}",1096
Hellen is a terrible driver.,"Hellen, however, had her license revoked.",Hellen tried to lie to the police.,Hellen saw someone hit a parked car in a parking lot and she was drunk driving.,1,Hellen's been trying to lied to the cops.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.85}",1096
